Temperature,Humidity,PM2.5,PM10,Latitude,Longitude,Area,AQI
30.980284918067397,54.87232587538428,29.863048777178353,58.55805333940241,12.926860522717726,77.51047883696158,South,85.09492847195533
27.170414192972892,62.83221993926723,4.017230138937092,4.640628377697786,12.955145108685164,77.41366504678962,West,5.978414094559652
31.886131228604157,53.11370118500058,161.64748170041653,42.033485769521626,12.910999665787994,77.49006813346242,South,294.6369756231938
37.13817913844815,60.38057705541439,32.84247631611822,12.099447147365193,13.022233960148201,77.55933282676325,West,74.96247088494778
26.595079751659984,36.59577999569321,42.85802358867676,51.19545959023726,13.035256153769623,77.52246654677647,Central,90.77742853950772
26.595178258304916,68.19940561059408,12.14936790335817,60.868062042747326,13.028985557060947,77.48215275572979,South,54.12853213093737
37.47527689304435,65.01808213043337,29.73043273448123,48.81176510770014,13.016783517450335,77.4393969749293,South,73.1351574569116
32.604608374917454,52.74367053397714,25.228255989877265,80.4323588622494,12.86135130160784,77.64574935002888,South,118.05051639671625
25.183153684390287,74.88868502648607,3.503202505554702,24.53308890045695,12.901390993772145,77.69884357263726,East,18.809186182768975
31.25536026151579,79.06355206439838,5.050299882639966,86.91740694928345,12.940953630495102,77.49886264005717,West,62.36776590548756
25.21949384312523,40.88660203446538,81.76086816621863,34.01911613805918,12.899237897428296,77.51448631325299,West,162.18106064946696
25.205621478578458,53.55912832150679,12.338998594559456,39.720367939639104,13.026482060047499,77.5854112574031,South,56.2241989961044
29.451773629396204,53.46286475319053,9.758752481672206,62.66485678473215,12.898806057274987,77.61553244242067,East,87.27939723560264
16.520318532053214,50.90145348336703,31.635839072175717,1.1117394237188398,12.841469626035602,77.51760886044109,South,54.26246419122082
17.650493004921803,77.44212262897622,65.8909573986456,63.67798817797958,12.91971213561449,77.67147885509455,West,149.4599977027583
24.626274824554166,62.09260791840795,2.8776741822439402,57.83205891841529,13.093974329834714,77.56800119676868,Central,53.10916849759622
21.923013277993455,61.03227738034084,38.69681005413601,22.25052816066236,12.867764423880073,77.53511702292178,East,71.31569101698099
29.885483995571644,34.9420645338987,5.71214473784904,5.381979697606446,12.98364759768297,77.59400182594797,East,25.928759528611742
22.551855546872734,74.53127045313839,1.6714065271388112,5.720350507741829,12.929891914951913,77.68584115447476,South,20.666147548863577
19.526177791988253,46.41112407719791,2.438363001463183,154.01159353075377,12.821307370294798,77.63836568832652,Central,111.03761192758621
36.79389261352932,65.89898945399493,80.85404624768154,70.13165456167283,12.946362981799417,77.41200393916054,West,186.811664295437
26.645342197080787,69.16065406937288,5.648941159261804,8.156236295899424,13.010649298594494,77.499692973222,North,4.287713398203731
28.405169228127544,85.40987893757976,2.0791101523565056,26.47080705298321,12.953965992748346,77.54116340548538,West,48.432672225563756
19.45151088271926,45.367694013213324,25.923388868843855,53.860356864911296,13.061631819123974,77.49435527166274,West,97.14379965474278
24.733703652848902,19.707317662687622,83.60358417371967,108.31684206090635,12.886681104997276,77.61005626824914,Central,200.67857923242013
28.665535538259196,67.75774317130542,13.69642334471914,2.678565104120367,12.82587475139119,77.64788074495878,East,25.077474585195866
21.094038535466183,92.0076677226628,24.645794956254917,16.20099236969567,13.080969683497402,77.61940352855558,West,59.86035015746571
30.254188110074033,83.58419529409156,1.8333586138431996,132.29973638271423,12.913458904858466,77.69679998604849,East,102.3529008953352
24.39616786048717,68.14489122911938,26.82733382438123,0.5524687364390932,12.97292166543609,77.48176429436792,Central,27.019546127330706
26.24983750124034,57.62545721551929,38.78250815191691,13.493637652795647,13.03760093783906,77.66249684850733,Central,69.98653563213837
24.38976032662362,77.10683894955966,38.073677652029225,191.68638264429748,12.897294099162675,77.62998679955236,South,208.86598172752906
39.113669107053624,50.39680700443297,18.184773162605257,57.02216931187132,13.014849361453283,77.50865362726745,North,63.75208935333425
27.919016651572395,72.14536654034329,17.060179938099385,18.201975050415868,12.840625654945349,77.62023736309709,Central,52.51277005966044
21.6537344262646,72.5820523874994,5.073628839695883,4.160431983158326,12.887388124161651,77.43122278692547,Central,0.0
32.93526947261913,80.90314861248319,20.563483446418065,1.7157807726968637,12.843413190840957,77.63680004470217,East,31.139199802855124
20.67493810017387,106.39490058366616,4.715963738917143,16.8419966313984,13.043369167520407,77.55969918077614,Central,22.365805789297013
29.25318157002853,70.88623950768151,65.47428829977163,127.9633595789987,12.866794770568037,77.48768705181278,West,203.67184410800473
16.241979256721347,57.36554561438752,152.5272774398816,32.262387291160906,13.015221066621564,77.59673319053526,South,265.90755809939003
20.030883706609416,64.61638531712008,157.90692920408569,76.44941935856188,13.082989519173696,77.59248599961433,South,295.61956613297144
29.18116741521474,38.46386142666323,90.13532855934723,150.27108770429615,12.958331662720664,77.46284586681588,West,229.38563141674388
,54.579303033664125,41.32228809398774,31.459019624158184,12.962008757678207,77.40911922444346,Central,83.28287561161201
29.028209687139825,58.86076342830344,54.308818500394366,12.737956642305388,12.938310070429344,77.5300867760705,North,98.91022573099232
27.306110305670558,57.138674030981115,15.10922761368753,43.678969104426656,12.897767043018094,77.57085356080333,Central,56.16551078386363
26.193377826464268,67.28532308050583,44.83514973841773,143.21260547180066,12.942696509277475,77.66298158351118,South,180.45531854669434
19.128868057795437,52.66370101426699,27.36729130285353,97.89316337213688,12.980842259680028,77.67846503869428,North,124.62760086774966
23.68093474963175,81.81546000986707,29.60160802901007,4.0858006075672595,13.095797471651197,77.55864156544703,East,54.251486136872956
25.236167374241276,65.00310597377296,63.805260355818,70.77101807907759,13.081329367795467,77.62614104513057,East,134.46083687876884
34.34273335731349,64.86049518292079,14.902740248902466,50.903560713171025,13.058645887487936,77.5317909816984,Central,62.89011763514381
30.06170973741077,60.081579252306234,17.22526670200495,142.8089172077889,13.066739160711457,77.62382464697187,Central,138.13289160762034
17.421759067823597,67.32786025788468,116.34760874821558,7.839428789266503,12.940354754987613,77.46144045748176,North,181.54414991435408
29.94450381636877,77.37647397001452,2.6040033695622,45.81882864040827,12.99723329815324,77.51131942044107,North,20.86350620473948
25.6895063175021,51.9930467643365,29.91693531707867,126.9477585933081,13.068520016880864,77.59026839964409,Central,159.66446237837306
23.93846799816425,55.12825266387115,109.78020571943566,31.660383564391985,12.917885229497406,77.40544738968212,South,190.06585375199555
31.67005773304521,60.44410956835003,42.4142893165095,39.4662135266564,13.088528743503641,77.61673839310168,East,99.44432819655377
34.18599713497571,44.811936147901775,35.574980507818545,4.383970073543648,12.924735818620755,77.65066065038046,North,74.52948896064109
